City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,linxia chengguanzhen,35.6003,103.2064,279.09,23,1,0.06,CN,1702088172
83,ponta delgada,37.7333,-25.6667,292.55,94,75,8.23,PT,1702088157
84,urangan,-25.3,152.9,302.15,60,3,3.58,AU,1702088173
85,merizo village,13.2658,144.6691,304.46,80,63,7.93,GU,1702088173
86,poxoreo,-15.8372,-54.3892,297.71,82,99,1.01,BR,1702088174
87,tromso,69.6496,18.957,271.16,59,100,9.77,NO,1702088174
88,dawei,14.0833,98.2,301.11,67,6,0.76,MM,1702088175
89,baker city,44.7749,-117.8344,272.14,88,20,2.06,US,1702088175
90,pavlovka,52.6897,47.1405,251.26,99,100,2.65,RU,1702088176
91,invercargill,-46.4,168.35,290.2,55,100,8.51,NZ,1702088176
92,namibe,-15.1961,12.1522,295.84,83,100,1.56,AO,1702088177
93,anadyr,64.75,177.4833,247.43,76,0,5.0,RU,1702088177
94,praia da vitoria,38.7333,-27.0667,291.35,94,40,2.93,PT,1702088178
95,hadibu,12.65,54.0333,297.86,73,32,4.79,YE,1702088178
96,maputo,-25.9653,32.5892,296.97,88,20,1.54,MZ,1702088162
97,papatowai,-46.5619,169.4708,292.37,39,100,5.66,NZ,1702088074
98,carrollton,32.9537,-96.8903,294.63,75,0,6.17,US,1702088169
99,yeppoon,-23.1333,150.7333,304.03,63,94,7.4,AU,1702088180
100,saint-philippe,-21.3585,55.7679,297.92,83,81,2.42,RE,1702088152
101,villeneuve-sur-yonne,48.0825,3.2969,279.36,99,42,3.67,FR,1702088181
102,robore,-18.3333,-59.75,298.68,69,42,0.76,BO,1702088181
103,isagarh,24.8333,77.8833,289.95,65,1,0.95,IN,1702088182
104,kilmore,-37.3,144.95,289.24,78,100,3.47,AU,1702088183
105,ballina,-28.8667,153.5667,303.58,59,0,6.84,AU,1702088183
106,bubaque,11.2833,-15.8333,301.0,63,30,5.71,GW,1702088183
107,karpinsk,59.7654,60.0085,239.58,99,22,1.25,RU,1702088184
108,najaf,31.9985,44.3398,291.37,32,62,5.71,IQ,1702088184
109,jamestown,42.097,-79.2353,285.92,50,100,4.12,US,1702088185
110,bakanas,44.8081,76.2772,267.97,89,100,2.34,KZ,1702088186
111,coahuayana de hidalgo,18.7,-103.6583,297.44,78,83,0.76,MX,1702088186
112,labytnangi,66.6572,66.4183,252.88,96,100,2.17,RU,1702088187
113,tank,32.2217,70.3793,287.08,30,0,1.23,PK,1702088187
114,la gi,10.6667,107.7833,299.81,78,100,3.36,VN,1702088187
115,lebu,-37.6167,-73.65,284.96,83,5,8.41,CL,1702088188
116,thunder bay,48.4001,-89.3168,278.14,93,100,1.54,CA,1702088188
117,longyearbyen,78.2186,15.6401,269.06,80,0,5.14,SJ,1702088189
118,manokwari,-0.8667,134.0833,301.75,75,100,3.88,ID,1702088189
119,rongelap,11.1635,166.8941,300.57,73,60,8.98,MH,1702088173
120,edinburgh of the seven seas,-37.0676,-12.3116,289.52,94,100,15.73,SH,1702088190
121,tamandare,-8.7597,-35.1047,298.38,83,96,3.91,BR,1702088043
122,aykhal,66.0,111.5,243.35,99,100,2.76,RU,1702088191
123,lompoc,34.6391,-120.4579,287.55,51,0,9.26,US,1702088166
124,fale old settlement,-9.3852,-171.2468,301.92,74,87,2.67,TK,1702088192
125,hilo,19.7297,-155.09,297.64,84,0,2.24,US,1702088193
126,horizon city,31.6926,-106.2075,290.98,19,0,4.39,US,1702088193
127,tual,-5.6667,132.75,301.77,74,100,3.51,ID,1702088087
128,ulladulla,-35.35,150.4667,311.91,34,11,3.55,AU,1702088194
129,port mathurin,-19.6833,63.4167,299.0,78,22,2.77,MU,1702088194
130,kargasok,59.0556,80.8572,250.92,95,100,2.31,RU,1702088174
131,paita,-5.0892,-81.1144,293.76,85,9,7.47,PE,1702088196
132,vorgashor,67.5833,63.95,249.49,99,100,1.66,RU,1702088083
133,ceelbuur,4.685,46.6176,296.14,81,4,5.2,SO,1702088196
134,la passe,45.5549,-0.8967,283.28,89,97,4.22,FR,1702088197
135,princeville,45.7668,-61.2985,274.77,82,100,4.63,CA,1702088197
136,kralendijk,12.15,-68.2667,301.14,78,40,5.66,BQ,1702088131
137,sitka,57.0531,-135.33,277.09,87,100,4.12,US,1702088198
138,kingston,17.997,-76.7936,300.68,90,75,4.63,JM,1702088190
139,port alfred,-33.5906,26.891,291.03,98,92,0.45,ZA,1702088175
140,nowshahr,36.649,51.496,286.12,94,75,0.0,IR,1702088200
141,kailua-kona,19.6406,-155.9956,300.13,80,40,5.14,US,1702087927
142,sisimiut,66.9395,-53.6735,266.24,70,98,3.63,GL,1702088201
143,mili,6.0815,171.735,301.0,80,100,8.1,MH,1702088201
144,al burayqah,30.4062,19.5739,290.87,56,100,5.3,LY,1702088202
145,bredasdorp,-34.5322,20.0403,287.47,86,100,4.08,ZA,1702088202
146,kapuskasing,49.4169,-82.4331,274.2,93,100,7.2,CA,1702088203
147,lisakovsk,52.5369,62.4936,245.88,92,5,2.24,KZ,1702088203
148,porangatu,-13.4408,-49.1486,299.05,36,85,0.26,BR,1702088203
149,el kala,36.8956,8.4433,288.38,86,67,14.33,DZ,1702088204
150,nadym,65.5333,72.5167,237.88,96,14,3.44,RU,1702088204
151,minot air force base,48.4209,-101.3391,273.2,77,100,13.38,US,1702088173
152,keila,59.3036,24.4131,262.38,85,75,3.09,EE,1702088205
153,ha'il,27.5219,41.6907,286.16,38,0,4.12,SA,1702088111
154,zeya,53.75,127.2667,253.42,94,100,1.82,RU,1702088206
155,sona,45.4388,10.8255,277.01,92,75,1.03,IT,1702088207
156,aasiaat,68.7098,-52.8699,257.75,94,74,1.93,GL,1702088085
157,bayanhongor,46.7167,100.1167,252.29,77,6,1.65,MN,1702088208
158,rio grande,-32.035,-52.0986,290.34,86,10,2.03,BR,1702087915
159,mata-utu,-13.2816,-176.1745,301.56,76,76,5.11,WF,1702088209
160,sur,22.5667,59.5289,294.44,56,20,0.37,OM,1702088209
161,saint-francois,46.4154,3.9054,279.07,100,0,2.06,FR,1702088209
162,la'ie,21.6477,-157.9253,300.13,67,18,0.45,US,1702088210
163,remire-montjoly,4.9167,-52.2667,300.17,83,100,2.57,GF,1702088210
164,vadso,70.0744,29.7487,265.24,79,100,9.26,NO,1702088211
165,glenfield park,-35.1372,147.334,311.81,32,41,5.81,AU,1702088211
166,nar'yan-mar,67.6713,53.087,254.32,90,100,3.58,RU,1702088212
167,watsa,3.0372,29.5355,290.56,90,20,0.75,CD,1702088212
168,murzuq,25.9155,13.9184,285.59,63,15,3.6,LY,1702088213
169,nieuw amsterdam,5.8833,-55.0833,299.83,87,21,3.8,SR,1702088213
170,nanpiao,41.0982,120.7479,270.35,32,41,4.88,CN,1702088214
171,tyazhinskiy,56.116,88.524,243.37,96,97,1.98,RU,1702088214
172,abepura,-2.6333,140.5833,301.6,74,20,4.12,ID,1702088215
173,kourou,5.1552,-52.6478,300.18,91,43,4.25,GF,1702088215
174,happy valley-goose bay,53.3168,-60.3315,273.32,64,40,9.77,CA,1702088110
175,mawu,29.5923,107.3139,287.92,66,9,0.53,CN,1702088216
176,tomakivka,47.8157,34.7414,273.78,96,100,4.93,UA,1702088216
177,kirakira,-10.4544,161.9205,302.19,73,100,3.27,SB,1702088217
178,choix,26.7092,-108.3219,294.63,39,0,1.01,MX,1702088217
179,al khawr,25.7667,51.3167,292.47,76,11,1.7,QA,1702088218
180,kristiansund,63.1115,7.732,270.51,63,75,1.03,NO,1702088218
181,labrador city,52.9463,-66.9114,257.1,85,0,2.06,CA,1702088218
182,acajutla,13.5928,-89.8275,299.95,75,6,2.4,SV,1702088219
183,port lincoln,-34.7333,135.8667,289.36,63,100,9.58,AU,1702088220
184,klyuchi,52.2667,79.1667,250.42,69,8,1.69,RU,1702088220
185,isafjordur,66.0755,-23.124,269.08,78,7,1.07,IS,1702088220
186,lerwick,60.1545,-1.1494,279.15,86,100,14.09,GB,1702088221
187,walvis bay,-22.9575,14.5053,289.31,84,14,5.26,NA,1702088221
188,huarmey,-10.0681,-78.1522,293.59,87,73,4.06,PE,1702088222
189,bel ombre,-4.6167,55.4167,299.06,89,20,1.54,SC,1702088222
190,enewetak,11.3474,162.3373,300.59,73,10,9.67,MH,1702088096
191,punta arenas,-53.15,-70.9167,282.21,71,0,6.17,CL,1702087976
192,fort morgan,40.2503,-103.8,272.51,55,100,5.66,US,1702088150
193,puerto aysen,-45.4,-72.7,283.16,97,100,2.48,CL,1702088224
194,gouloure,12.2306,-1.9289,295.83,14,93,4.21,BF,1702088224
195,utrik,11.2278,169.8474,300.47,73,52,8.55,MH,1702088225
196,wanning,18.8003,110.3967,297.5,72,57,1.56,CN,1702088226
197,sandnessjoen,66.0217,12.6316,265.44,79,5,9.1,NO,1702088226
198,quelimane,-17.8786,36.8883,297.12,88,0,2.06,MZ,1702088227
199,rudbar,30.15,62.6,285.09,26,12,1.82,AF,1702088227
200,carnarvon,-24.8667,113.6333,303.39,34,0,9.96,AU,1702088228
201,toliara,-23.35,43.6667,297.66,79,36,2.62,MG,1702088228
202,berezovyy,51.6667,135.7,260.87,76,90,0.16,RU,1702088201
203,saint-louis,16.3333,-15.0,297.99,17,97,3.86,SN,1702088229
204,coquimbo,-29.9533,-71.3436,288.0,88,0,1.54,CL,1702088230
205,newcastle,-32.9272,151.7765,314.53,28,5,6.69,AU,1702088230
206,pitimbu,-7.4706,-34.8086,300.48,81,100,4.48,BR,1702088230
207,pisco,-13.7,-76.2167,292.6,82,0,6.17,PE,1702088231
208,georgetown,5.4112,100.3354,303.11,70,20,4.12,MY,1702088218
209,leua,48.2156,18.6071,272.7,91,100,2.22,SK,1702088232
210,vorkuta,67.5,64.0,249.79,99,100,1.84,RU,1702088233
211,barpeta,26.3167,91.0,292.0,84,52,2.19,IN,1702088233
212,detroit lakes,46.8172,-95.8453,275.85,93,100,2.06,US,1702088234
213,freetown,8.484,-13.2299,298.99,89,75,4.12,SL,1702088234
214,north bay,46.3168,-79.4663,274.23,95,100,5.66,CA,1702088235
215,weno,7.4515,151.8468,302.12,84,100,1.54,FM,1702088235
216,uyovu,-3.2833,31.5258,289.99,93,100,0.44,TZ,1702088236
217,tandil,-37.3217,-59.1332,286.86,90,2,5.87,AR,1702088236
218,tazacorte,28.629,-17.9293,292.69,80,0,5.14,ES,1702088237
219,greenville,35.6127,-77.3663,283.79,71,0,3.09,US,1702088237
220,flying fish cove,-10.4217,105.6791,300.97,74,75,6.17,CX,1702088126
221,mount gambier,-37.8333,140.7667,287.18,83,100,4.8,AU,1702088112
222,bernalillo,35.05,-106.6673,279.89,28,0,7.2,US,1702088238
223,masterton,-40.9597,175.6575,290.31,34,20,4.35,NZ,1702088239
224,vila franca do campo,37.7167,-25.4333,292.38,99,100,6.32,PT,1702088089
225,howard springs,-12.497,131.047,309.25,64,81,1.79,AU,1702088239
226,port arthur,38.8,121.2667,275.27,47,97,10.28,CN,1702088240
227,taltal,-25.4,-70.4833,290.56,82,29,1.07,CL,1702088240
228,st. john's,47.5649,-52.7093,275.36,87,100,5.36,CA,1702088241
229,villa gesell,-37.2639,-56.973,288.74,76,0,6.59,AR,1702088241
230,portland,45.5234,-122.6762,279.47,93,20,0.89,US,1702087456
231,fuling,29.7022,107.3919,289.57,65,7,0.16,CN,1702088242
232,san luis,-33.295,-66.3356,296.11,41,0,6.09,AR,1702088243
233,richards bay,-28.783,32.0377,295.15,93,85,0.74,ZA,1702088243
234,puerto quijarro,-17.7833,-57.7667,300.0,69,41,0.93,BO,1702088244
235,choibalsan,48.0667,114.5,247.0,85,4,3.43,MN,1702088244
236,taksimo,56.3444,114.8794,242.52,80,30,1.09,RU,1702088245
237,tsiombe,-25.3,45.4833,295.87,89,6,1.39,MG,1702088245
238,nykobing sjaelland,55.9249,11.6711,274.85,90,100,6.3,DK,1702088246
239,sabang,5.8933,95.3214,300.54,79,61,3.68,ID,1702088246
240,oranjemund,-28.55,16.4333,289.41,95,18,3.06,NA,1702088246
241,valparaiso,-33.0393,-71.6273,285.95,82,0,1.54,CL,1702088231
242,arkalyk,50.2486,66.9114,251.52,77,4,3.06,KZ,1702088247
243,batang,-6.4846,110.7083,303.21,63,93,3.94,ID,1702088248
244,mermoz boabab,14.7065,-17.4758,297.03,83,0,3.09,SN,1702088248
245,tionk essil,12.7856,-16.5217,295.18,67,2,3.22,SN,1702088249
246,talnakh,69.4865,88.3972,241.04,86,99,2.0,RU,1702088249
247,kavaratti,10.5669,72.642,301.43,74,100,5.44,IN,1702088250
248,hermanus,-34.4187,19.2345,287.98,87,99,5.89,ZA,1702088088
249,hasaki,35.7333,140.8333,289.42,60,0,5.4,JP,1702088251
250,solnechnyy,50.7214,136.6319,258.17,88,100,1.17,RU,1702088251
251,katsuura,35.1333,140.3,290.72,61,0,7.68,JP,1702088252
252,port macquarie,-31.4333,152.9167,302.53,59,0,7.63,AU,1702088252
253,ribeira brava,32.65,-17.0667,292.43,84,88,0.99,PT,1702088253
254,xam nua,20.4197,104.0439,296.5,66,8,0.9,LA,1702088253
255,colonia,50.9333,6.95,281.46,84,100,3.6,DE,1702088002
256,kununurra,-15.7667,128.7333,309.14,49,44,2.57,AU,1702088254
257,codrington,-38.2667,141.9667,287.96,86,100,6.62,AU,1702088255
258,borazjan,29.2666,51.2159,293.04,42,100,1.03,IR,1702088255
259,fortuna,40.5982,-124.1573,281.85,91,0,0.0,US,1702088092
260,thinadhoo,0.5333,72.9333,301.18,75,100,4.24,MV,1702088256
261,new norfolk,-42.7826,147.0587,287.99,63,99,2.01,AU,1702088257
262,hammerfest,70.6634,23.6821,267.4,63,34,5.14,NO,1702088257
263,sawakin,19.1059,37.3321,299.19,72,97,0.87,SD,1702088258
264,alice springs,-23.7,133.8833,306.9,29,1,6.17,AU,1702088223
265,constantia,44.1833,28.65,273.54,83,96,8.1,RO,1702088125
266,celestun,20.8667,-90.4,296.74,77,21,5.6,MX,1702088259
267,taro,-8.3862,115.28,299.18,55,86,1.1,ID,1702088259
268,tekirdag,40.978,27.5085,275.79,92,100,6.28,TR,1702088260
269,afaahiti,-17.75,-149.2833,299.08,95,100,7.66,PF,1702088260
270,al ghayzah,16.2079,52.176,295.64,56,6,2.04,YE,1702088261
271,kaa-khem,51.6833,94.7333,249.49,94,88,1.76,RU,1702088261
272,ulsteinvik,62.3432,5.8487,274.68,58,100,2.24,NO,1702088262
273,bawku,11.0616,-0.2417,297.84,15,76,3.38,GH,1702088263
274,axim,4.8699,-2.2405,299.45,84,47,1.9,GH,1702088263
275,guarapari,-20.6667,-40.4975,299.2,93,99,2.58,BR,1702088263
276,hithadhoo,-0.6,73.0833,300.82,77,62,3.5,MV,1702088264
277,kasane,-17.8167,25.15,294.85,74,100,1.51,BW,1702088264
278,san pedro pochutla,15.7333,-96.4667,297.02,82,98,1.15,MX,1702088265
279,mpongwe,-13.5091,28.155,291.51,98,97,2.88,ZM,1702088265
280,luderitz,-26.6481,15.1594,289.98,63,0,6.15,NA,1702088198
281,novodvinsk,64.4165,40.8122,254.01,97,67,2.76,RU,1702088266
282,kurchatov,51.6601,35.6521,268.38,94,100,5.42,RU,1702088267
283,promyshlennaya,54.9159,85.6385,241.82,96,85,1.93,RU,1702088267
284,port augusta,-32.5,137.7667,295.16,64,100,8.86,AU,1702088268
285,dryden,49.7833,-92.7503,274.31,100,100,2.06,CA,1702088268
286,oak grove,45.4168,-122.6401,279.2,92,20,0.89,US,1702088151
287,st. paul,44.9444,-93.0933,279.55,76,0,1.54,US,1702088140
288,cannonvale,-20.2833,148.7,300.81,59,65,7.99,AU,1702088269
289,bambari,5.768,20.6757,297.74,61,34,0.67,CF,1702088270
290,wellington,-41.2866,174.7756,292.96,74,75,12.86,NZ,1702088182
291,umm kaddadah,13.6017,26.6876,289.55,20,100,4.46,SD,1702088201
292,brisas de zicatela,15.8369,-97.0419,300.44,61,0,0.0,MX,1702088271
293,livno,43.8269,17.0078,274.13,69,100,2.49,BA,1702088272
294,port saint john's,-31.6229,29.5448,294.47,81,87,4.22,ZA,1702088113
295,jumla,29.2747,82.1838,276.43,41,0,2.15,NP,1702088273
296,seydi,39.4816,62.9137,273.75,30,31,4.39,TM,1702088273
297,san antonio de pale,-1.4014,5.6325,299.85,83,80,1.8,GQ,1702088168
298,tura,25.5198,90.2201,290.92,87,0,0.99,IN,1702088274
299,cidreira,-30.1811,-50.2056,291.43,67,0,2.51,BR,1702088274
300,noshiro,40.2039,140.0242,286.61,78,100,8.39,JP,1702088275
301,vicam,27.6333,-110.2833,293.92,54,0,2.73,MX,1702088275
302,kargopol',61.5071,38.9456,253.46,95,100,2.65,RU,1702088275
303,nuku'alofa,-21.1333,-175.2,301.34,74,75,6.69,TO,1702088276
304,asau,46.4333,26.4,268.86,96,18,1.29,RO,1702088276
305,chibougamau,49.9168,-74.3659,260.94,85,20,4.63,CA,1702088277
306,kaman,27.65,77.2667,288.46,45,0,1.28,IN,1702088277
307,santa cruz,-17.8,-63.1667,295.85,94,75,2.57,BO,1702088131
308,bozeman,45.6796,-111.0386,272.04,77,100,1.54,US,1702087989
309,cooper's town,26.8667,-77.5167,296.26,63,100,6.39,BS,1702088279
310,vila velha,-20.3297,-40.2925,300.12,82,0,2.57,BR,1702088279
311,roses,42.262,3.1769,286.56,67,53,1.34,ES,1702088280
312,whitehorse,60.7161,-135.0538,270.58,59,40,3.6,CA,1702088280
313,chukhloma,58.7525,42.6825,253.2,100,99,1.34,RU,1702088281
314,mahabad,36.7631,45.7222,280.69,64,100,1.93,IR,1702088281
315,kayyerkan,69.3786,87.7439,241.09,74,99,1.54,RU,1702088281
316,metlili chaamba,32.2667,3.6333,286.17,57,100,8.21,DZ,1702088282
317,selfoss,63.9331,-20.9971,267.62,65,0,4.2,IS,1702088097
318,belyy yar,53.6039,91.3903,242.09,76,20,0.0,RU,1702088283
319,raduzhny,62.0961,77.475,238.07,99,57,2.06,RU,1702088283
320,dudinka,69.4058,86.1778,241.27,96,99,1.15,RU,1702088284
321,burnham-on-crouch,51.6327,0.8149,282.6,89,94,7.19,GB,1702088284
322,boca suno,-0.7167,-77.1333,295.05,94,95,0.32,EC,1702088177
323,stanley,54.868,-1.6985,279.16,94,75,2.57,GB,1702088068
324,puerto gaitan,4.3133,-72.0816,300.3,64,46,2.74,CO,1702088285
325,arkhangel'sk,64.5401,40.5433,254.21,78,75,3.0,RU,1702088286
326,mugia,43.1041,-9.2179,290.32,95,100,12.22,ES,1702088286
327,fortaleza,-3.7227,-38.5247,302.63,72,40,6.69,BR,1702088039
328,vila do maio,15.1333,-23.2167,297.59,63,0,6.25,CV,1702088287
329,kuppam,12.75,78.3667,293.67,94,75,1.44,IN,1702088288
330,pimentel,-6.8367,-79.9342,294.31,83,0,7.2,PE,1702088288
331,manado,1.487,124.8455,302.58,79,20,3.09,ID,1702088090
332,saint-pierre,-21.3393,55.4781,297.97,78,20,2.06,RE,1702088289
333,astrakhan,46.3497,48.0408,270.08,86,0,7.0,RU,1702088289
334,san agustin,20.5333,-103.4667,291.77,63,75,0.0,MX,1702088290
335,flin flon,54.7682,-101.865,264.85,89,9,4.38,CA,1702088290
336,uturoa,-16.7333,-151.4333,300.78,73,95,2.64,PF,1702088291
337,louis trichardt,-23.0439,29.9032,294.14,58,31,0.92,ZA,1702088291
338,nchelenge,-9.3451,28.734,293.54,87,100,2.68,ZM,1702088292
339,mejit,10.2753,170.8646,300.58,66,100,9.26,MH,1702088293
340,gueckedou,8.6667,-10.25,294.08,60,19,0.25,GN,1702088294
341,okhotsk,59.3833,143.3,272.81,98,100,9.55,RU,1702088294
342,bargaal,11.2864,51.0773,297.26,72,77,4.91,SO,1702088295
343,auki,-8.7676,160.7034,301.43,82,95,3.36,SB,1702088295
344,rio verde de mato grosso,-18.9181,-54.8442,300.01,70,91,1.43,BR,1702088101
345,funadhoo,6.15,73.2667,301.86,76,100,5.53,MV,1702088296
346,howrah,22.5892,88.3103,293.15,88,0,2.06,IN,1702088296
347,pelabuhanratu,-6.9875,106.5514,301.55,76,86,1.39,ID,1702088297
348,qarqaraly,49.4058,75.4742,246.91,96,5,1.41,KZ,1702088297
349,nagqu,31.5,92.0,258.18,75,6,1.97,CN,1702088298
350,lashio,22.9333,97.75,292.43,95,71,0.63,MM,1702088298
351,rundu,-17.9333,19.7667,295.05,68,85,1.02,NA,1702088299
352,dolores,-36.3132,-57.6792,284.5,87,0,3.25,AR,1702088299
353,prado,-17.3411,-39.2208,297.94,83,100,4.66,BR,1702088166
354,kruisfontein,-34.0033,24.7314,290.31,91,100,3.47,ZA,1702088300
355,karratha,-20.7377,116.8463,309.61,20,32,0.19,AU,1702088300
356,dalandzadgad,43.5708,104.425,266.99,32,13,3.93,MN,1702088301
357,karatuzskoye,53.6072,92.8667,242.8,100,77,0.45,RU,1702088301
358,sungai penuh,-2.0833,101.3833,295.38,87,100,0.75,ID,1702088302
359,el alto,-4.2714,-81.2147,292.88,86,46,8.97,PE,1702088303
360,wolsztyn,52.1155,16.1171,275.35,99,100,2.99,PL,1702088303
361,bikenibeu village,1.3673,173.1241,301.13,78,75,3.6,KI,1702088304
362,novaya ladoga,60.1025,32.3019,261.96,92,100,5.14,RU,1702088304
363,ciudad bolivar,8.1222,-63.5497,299.08,84,46,4.64,VE,1702088305
364,flekkefjord,58.2971,6.6607,274.23,93,100,5.31,NO,1702088305
365,hohhot,40.8106,111.6522,273.31,29,0,2.0,CN,1702088306
